study,representation,candidate,seed,analysis_mode,reference_view,view,semantic_family,target_id,target_kind,primary_metric,heldout_point_estimate,paired_standardized_semantic_loss_difference,ci95_lower,ci95_upper,semantic_change_gate,semantic_loss_gate,semantic_gain_gate,n_rows,n_scenarios,n_log_clusters,split_contract,target_source,diagnostic_not_historical,evidence_level,interpretation_matrix_result
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3408,B,3408,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,mean,lateral,raw33.lane_change_count_proxy,categorical,balanced_accuracy,0.9166666666666667,-0.16014131520352343,-0.2582872081659395,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3408,B,3408,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,mean,interaction,raw33.mean_front_distance,continuous,R2,0.9529684531765662,-0.01850525460673928,-0.22757424917462882,0.2277898396530922,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,COORDINATE_GEOMETRY_SHIFT_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3408,B,3408,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,mean,interaction,raw33.mean_rel_speed,continuous,R2,0.8839188598120467,-0.10510944937933168,-0.2520998118046551,0.15873242341285163,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,last,longitudinal,ego13.end_minus_start_speed,continuous,R2,0.9081664702909304,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,last,lateral,ego13.heading_change_abs_total,continuous,R2,-0.0029880184782773433,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,last,longitudinal,ego13.mean_speed,continuous,R2,0.8356727616772277,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,last,longitudinal,ego13.rms_accel,continuous,R2,0.8618286946198225,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,last,lateral,ego13.rms_yaw_rate,continuous,R2,0.08044756556229171,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,last,interaction,raw33.front_pressure_score,continuous,R2,0.883643982252882,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,last,lateral,raw33.lane_change_count_proxy,categorical,balanced_accuracy,0.9166666666666667,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,last,interaction,raw33.mean_front_distance,continuous,R2,0.9502135035697189,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,last,interaction,raw33.mean_rel_speed,continuous,R2,0.9118327936189885,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,max,longitudinal,ego13.end_minus_start_speed,continuous,R2,-5.309316844417645,1.1303658538362602,0.9633998257740944,1.3709576402627859,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,INFORMATION_RETENTION_LOSS_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,max,lateral,ego13.heading_change_abs_total,continuous,R2,-16.04436160551064,0.46240198375247854,0.3376428954424978,0.5889611335342574,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,COORDINATE_GEOMETRY_SHIFT_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,max,longitudinal,ego13.mean_speed,continuous,R2,-13.672049504246605,1.0978563707713211,0.9419744289705906,1.2990059579484703,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,INFORMATION_RETENTION_LOSS_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,max,longitudinal,ego13.rms_accel,continuous,R2,-12.13479227450106,0.5323591628205051,0.4363526125273361,0.8867810413253421,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,INFORMATION_RETENTION_LOSS_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,max,lateral,ego13.rms_yaw_rate,continuous,R2,-10.016562238411735,0.5143235462780389,0.406116443217135,0.6447184947876111,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,COORDINATE_GEOMETRY_SHIFT_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,max,interaction,raw33.front_pressure_score,continuous,R2,0.03777231615977483,0.4210210436910113,0.3360584134223895,0.5914550880271183,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,INFORMATION_RETENTION_LOSS_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,max,lateral,raw33.lane_change_count_proxy,categorical,balanced_accuracy,0.5,0.19741838141820903,0.0,0.30982504931240556,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,max,interaction,raw33.mean_front_distance,continuous,R2,0.3583659606013052,1.1648189175178887,0.9522607031682997,1.443164086431465,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,INFORMATION_RETENTION_LOSS_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,max,interaction,raw33.mean_rel_speed,continuous,R2,0.13317414243302172,0.4928667510686681,0.390363467225115,0.6578644551893522,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,INFORMATION_RETENTION_LOSS_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,mean,longitudinal,ego13.end_minus_start_speed,continuous,R2,0.1587146690455704,0.5854300976311436,0.4717957147796241,0.74087514360053,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,COORDINATE_GEOMETRY_SHIFT_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,mean,lateral,ego13.heading_change_abs_total,continuous,R2,-0.7182607373840189,0.2859036335463236,0.12330601154029844,0.41794473312155184,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,COORDINATE_GEOMETRY_SHIFT_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,mean,longitudinal,ego13.mean_speed,continuous,R2,0.3838457552898059,0.46393345510305223,0.2975471201526133,0.6300384487142396,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,REFIT_VIEW_GAIN_NOT_INFORMATION_LOSS
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,mean,longitudinal,ego13.rms_accel,continuous,R2,-0.958293486911227,0.48399163016020585,0.3886212975886179,0.6105497899588868,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,INFORMATION_RETENTION_LOSS_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,mean,lateral,ego13.rms_yaw_rate,continuous,R2,0.04921710866122786,0.034453827507856,-0.1570054119832706,0.3015813865804192,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,mean,interaction,raw33.front_pressure_score,continuous,R2,0.866530220565063,0.09172837801537975,-0.16657111733840227,0.24637806574195661,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,mean,lateral,raw33.lane_change_count_proxy,categorical,balanced_accuracy,0.9166666666666667,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,mean,interaction,raw33.mean_front_distance,continuous,R2,0.9177809224630731,0.32985534950507833,0.11913957019388723,0.5525764755698925,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,INFORMATION_RETENTION_LOSS_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,FROZEN_PROBE_ACROSS_VIEW,last,mean,interaction,raw33.mean_rel_speed,continuous,R2,0.8717583253389645,0.19325459756492394,-0.026128475397253464,0.39726794435875756,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,last,longitudinal,ego13.end_minus_start_speed,continuous,R2,0.9081664702909304,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,last,lateral,ego13.heading_change_abs_total,continuous,R2,-0.0029880184782773433,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,last,longitudinal,ego13.mean_speed,continuous,R2,0.8356727616772277,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,last,longitudinal,ego13.rms_accel,continuous,R2,0.8618286946198225,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,last,lateral,ego13.rms_yaw_rate,continuous,R2,0.08044756556229171,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,last,interaction,raw33.front_pressure_score,continuous,R2,0.883643982252882,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,last,lateral,raw33.lane_change_count_proxy,categorical,balanced_accuracy,0.9166666666666667,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,last,interaction,raw33.mean_front_distance,continuous,R2,0.9502135035697189,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,last,interaction,raw33.mean_rel_speed,continuous,R2,0.9118327936189885,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,max,longitudinal,ego13.end_minus_start_speed,continuous,R2,0.6675614476549889,0.40402389533959937,0.26612098020985453,0.552339323483561,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,INFORMATION_RETENTION_LOSS_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,max,lateral,ego13.heading_change_abs_total,continuous,R2,-0.015254485826186048,0.020861095295699378,-0.1915020237293693,0.25512568973085914,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,COORDINATE_GEOMETRY_SHIFT_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,B_seed3409,B,3409,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,max,longitudinal,ego13.mean_speed,continuous,R2,0.5866040372851815,0.302724019764428,0.1316539965052376,0.4601088982914181,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,INFORMATION_RETENTION_LOSS_FAVORED
