dose,dose_role,view,view_status,representation,candidate,seed,probe_contract,probe_selection_parameter,evidence_level,target_id,semantic_family,target_kind,n_rows,n_log_clusters,uncertainty_contract,primary_metric,primary_point_estimate,ci95_lower,ci95_upper,mae,nrmse_sd,spearman,calibration_slope,auroc,macro_f1,class_support
dose0,PRIMARY,NEIGHBOR_ABLATED,DIAGNOSTIC_NOT_HISTORICAL,C_seed3409,C,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,10000.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.lane_change_count_proxy,lateral,categorical,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",balanced_accuracy,0.9605263157894737,0.914468984962406,0.9879518072289157,nan,nan,nan,nan,1.0,0.7651663405088063,class_0=4; class_1=76
dose0,PRIMARY,NEIGHBOR_ABLATED,DIAGNOSTIC_NOT_HISTORICAL,C_seed3409,C,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_front_distance,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-1.0003567488961598,-1.4812860532800263,-0.6969502350880367,25.744187659220888,1.414339686530842,0.1286428847493836,7.422561144917477,nan,nan,NOT_APPLICABLE
dose0,PRIMARY,NEIGHBOR_ABLATED,DIAGNOSTIC_NOT_HISTORICAL,C_seed3409,C,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_rel_speed,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-0.7348236737727885,-1.007692279619572,-0.5407177566704426,10.708497734693177,1.317127053010752,-0.06270314097059704,-7.393737722162622,nan,nan,NOT_APPLICABLE
dose0,PRIMARY,NEIGHBOR_ABLATED,DIAGNOSTIC_NOT_HISTORICAL,C_seed3409,C,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.front_pressure_score,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-0.29269640275659814,-0.4368535850139386,-0.1829226015725618,3.1992904944186535,1.1369680746426427,-0.12790805255697693,-3.1758030622079003,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,old64,old64,NOT_APPLICABLE,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.mean_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-9.382891468215336,-13.90271745459863,-6.4318328997636405,2.300375187493309,3.222249442270932,0.4791139240506329,0.1829840432875934,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,old64,old64,NOT_APPLICABLE,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.1,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.end_minus_start_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-6.452092257087646,-11.79426682592142,-3.7770745251547515,4.694677979668002,2.729852057729072,0.6713783403656821,0.22254306676753724,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,old64,old64,NOT_APPLICABLE,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,100.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_accel,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-20.532522244070126,-36.242114496450746,-12.535899301904053,0.513126737580877,4.640314886305683,-0.3666197843413033,-0.08295245110493436,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,old64,old64,NOT_APPLICABLE,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,10.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_yaw_rate,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-177.87543326343643,-611.0291146302488,-18.748771983643188,0.03561420921353823,13.374432072556816,-0.13687294889826537,-0.01038189238932249,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,old64,old64,NOT_APPLICABLE,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,100.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.heading_change_abs_total,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-32.469509065490605,-62.23568411766166,-18.155778939653874,0.2647710794414876,5.785283836208092,-0.004430379746835443,0.0041037093149646035,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,old64,old64,NOT_APPLICABLE,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,10.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.lane_change_count_proxy,lateral,categorical,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",balanced_accuracy,0.9473684210526316,0.8975770729978739,0.9791666666666667,nan,nan,nan,nan,0.9967105263157895,0.7222222222222222,class_0=4; class_1=76
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,old64,old64,NOT_APPLICABLE,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_front_distance,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.5945730326923269,0.46962676623063637,0.6960078055128641,12.300263219299485,0.6367314718997901,0.861008808235313,1.4700923830225523,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,old64,old64,NOT_APPLICABLE,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_rel_speed,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.5203921188410433,0.429909649692355,0.5952396214559112,5.729426171410212,0.6925372778117844,0.8680375501545902,1.8857471769586123,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,old64,old64,NOT_APPLICABLE,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.front_pressure_score,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.3563873790988846,-0.016096564912750605,0.5838113305633312,3.206695848193278,0.8022547107378774,0.6900890980171458,0.785625069597479,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3407,A,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.mean_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-18.773115436039205,-30.583238199047475,-11.250331065698319,2.7535846682556135,4.4466971378810145,0.31129864041256444,0.10873305464955962,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3407,A,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.end_minus_start_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-0.3422889686104873,-0.7779782565681894,-0.04508299414652918,1.9168576536209578,1.1585719522802576,0.49392873886544775,0.8950552347447639,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3407,A,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_accel,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-22.84059735434549,-40.91546190345336,-13.159824123155778,0.4700355083785107,4.882683417378756,-0.22175339896858887,-0.09555313201308499,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3407,A,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_yaw_rate,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-83.83496142328089,-168.26108731800377,-46.47632330350312,0.04682548004551394,9.210589634940908,-0.14050632911392408,-0.01093596305033148,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3407,A,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.heading_change_abs_total,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-15.358807796623815,-28.371900399338045,-8.57444022518045,0.1727315149316587,4.044602303888952,-0.07196436943272386,-0.0027754510808519713,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3407,A,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1000.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.lane_change_count_proxy,lateral,categorical,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",balanced_accuracy,0.9605263157894737,0.9166666666666667,0.9871835443037974,nan,nan,nan,nan,0.9901315789473684,0.7651663405088063,class_0=4; class_1=76
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3407,A,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.1,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_front_distance,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.918207852269524,0.863972964392206,0.9518591958778522,4.772561729202294,0.28599326518377327,0.9488076978455289,0.9052830816420574,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3407,A,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_rel_speed,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.8281869041340534,0.7824814030246251,0.8736380451108132,2.8949327232732758,0.4145034328759493,0.938832198145661,1.3516456306347613,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3407,A,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.1,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.front_pressure_score,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.794542502638365,0.6601328380332487,0.8662329403542715,1.5485007483164508,0.45327419666426527,0.7578833992405682,1.0173070350679623,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3408,A,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.mean_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-5.097635800333591,-8.60210695746391,-2.8465243611588043,1.5794168045932913,2.4693391424293245,0.587037037037037,0.24937041281279412,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3408,A,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.end_minus_start_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.0630124232184871,-0.5168834184160824,0.3730380646445296,1.6891232151992792,0.9679811861712566,0.46591654946085326,0.5548652966943721,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3408,A,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_accel,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-44.29571958090166,-78.85161536583036,-28.829507818800206,0.8506466611370522,6.730209475261647,-0.16804969526488514,-0.06507902527879637,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3408,A,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_yaw_rate,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-33.733056326853514,-66.72433151947584,-18.548940223277867,0.027271437948085474,5.893475742450588,-0.17979371776840133,-0.01592656797065925,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3408,A,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,10.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.heading_change_abs_total,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-27.844222813765054,-50.18226135692863,-17.20519002910029,0.2572331544643202,5.3706817829550335,-0.11375996249413972,-0.02218671317438592,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3408,A,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.1,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.lane_change_count_proxy,lateral,categorical,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",balanced_accuracy,0.9144736842105263,0.8571428571428572,0.9556962025316456,nan,nan,nan,nan,0.9671052631578947,0.643713600548133,class_0=4; class_1=76
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3408,A,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.1,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_front_distance,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.9175825545653528,0.8649444662205462,0.9540390806939057,4.572216987696896,0.28708438730562696,0.943493872339546,0.9356396527785203,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3408,A,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.1,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_rel_speed,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.8732544409328903,0.8359573011514521,0.912769628020756,2.40608181963655,0.35601342540290487,0.9496047716714263,1.2441070111955894,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3408,A,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.front_pressure_score,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.7489497817850269,0.4422091591881857,0.8902598930952362,1.5233170069599546,0.5010491175673031,0.8409782635756603,0.8826653340392625,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3409,A,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.1,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.mean_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-3.853987729791256,-6.423727945658939,-2.1063301062509945,1.3518767092354094,2.203176735940913,0.6892170651664323,0.29914556274641996,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3409,A,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.end_minus_start_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-3.9987183460955738,-6.58347545881841,-2.610190541266501,4.2790268801832285,2.235781372606806,0.42381622128457574,0.7157878027779624,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3409,A,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.1,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_accel,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-7.675564391561796,-14.44481528190785,-4.51759948328113,0.3207906457689902,2.945431104534919,0.16228316924519456,0.01525818336775911,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3409,A,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_yaw_rate,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-41.570273544187025,-79.5179350688908,-22.881601862488,0.03176860504718382,6.5245899138709875,-0.20968120018752934,-0.022451312452033655,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3409,A,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,10.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.heading_change_abs_total,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-34.63871094549666,-65.19974372666357,-20.493690312899137,0.28046063961013906,5.9698166592866695,-0.1979840600093765,-0.005255246324953993,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3409,A,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,100.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.lane_change_count_proxy,lateral,categorical,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",balanced_accuracy,0.9671052631578947,0.9264645612343299,0.9925373134328358,nan,nan,nan,nan,0.9967105263157895,0.7906855049712193,class_0=4; class_1=76
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3409,A,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_front_distance,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.9370535158111422,0.902961285255519,0.961900645295252,3.972093651856934,0.2508913792637322,0.9503535379927237,1.0219893046883644,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3409,A,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_rel_speed,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.7942985758659891,0.7412365673177179,0.8464878076285264,2.981465002049069,0.45354318882991834,0.945957555074138,1.377797116421206,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,A_seed3409,A,3409,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.front_pressure_score,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.8847485141608508,0.7853463004577028,0.9272891868308123,1.3149490192201174,0.3394870923012379,0.8054566919463663,0.9567390721892801,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3407,B,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.0001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.mean_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-0.7726571141322123,-1.3563137303128008,-0.37863266173586757,1.003378198404898,1.331411699712832,0.8118143459915613,0.45833627173939595,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3407,B,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.0001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.end_minus_start_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-4.308460392551194,-7.578176324535694,-2.6518660390664825,4.242682090344305,2.3040096337800318,0.2506563525550868,0.22806132915002764,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3407,B,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.0001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_accel,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-107.95383326596738,-214.57767848313355,-60.48265986842977,1.14325890744388,10.438095289178355,-0.33959212376933895,-0.022826137269407624,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3407,B,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,10.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_yaw_rate,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-11.647815970368779,-23.012322874746918,-6.453278975627034,0.018398530986699697,3.5563768037665495,0.06272855133614628,0.029781633223427362,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3407,B,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.heading_change_abs_total,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-19.37535841952627,-35.748754764425335,-11.879192935806307,0.2113144505629249,4.5139072231855035,0.024847632442569153,0.006456554629742476,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3407,B,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.1,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.lane_change_count_proxy,lateral,categorical,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",balanced_accuracy,0.9671052631578947,0.9268292682926829,0.9929577464788732,nan,nan,nan,nan,1.0,0.7906855049712193,class_0=4; class_1=76
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3407,B,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_front_distance,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.9354954968614256,0.8956278553817019,0.9643144414862395,3.559309036148534,0.2539773673746823,0.9521892231675179,1.04614296318902,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3407,B,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_rel_speed,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.7198976172809282,0.6500795038562421,0.7914872997232505,3.345868588820468,0.5292469959471399,0.9498946166990252,1.486688441124072,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3407,B,3407,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.front_pressure_score,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.8675939326175727,0.7110479628302043,0.9346330878793598,1.2158632170662425,0.3638764452151683,0.7711079388110947,0.9100583844501738,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3408,B,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.01,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.mean_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-0.9229961274006366,-1.773073961395795,-0.34519653244880627,0.917726561869374,1.3867213589617189,0.6984528832630098,0.49616929190953635,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3408,B,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.001,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.end_minus_start_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.33366446080631174,-0.05931411431544159,0.5469944556541897,1.415071703293735,0.816293782405384,0.7122597280825129,0.7771455457166169,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3408,B,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.1,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_accel,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-177.25407072408854,-336.99750154166423,-111.8179248879301,1.7412261847494725,13.351182371763503,0.5783638068448195,0.1064043661306808,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3408,B,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,10.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_yaw_rate,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-3387.473034941449,-7610.845408555252,-1543.8533862569643,0.21093417473516185,58.210592119832015,-0.08204406938584155,-0.001238072619922397,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3408,B,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,0.1,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.heading_change_abs_total,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-213.60391820352402,-460.7775260255668,-96.96283336320202,0.5203169374532146,14.649365795266498,-0.19699953117674637,-0.00730920537001884,nan,nan,NOT_APPLICABLE
dose25,ALL_DOSE_DESCRIPTIVE,FULL,HISTORICAL,B_seed3408,B,3408,same frozen Waymo probe as D1 transfer; no Stage7L refit or selection,1000.0,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.lane_change_count_proxy,lateral,categorical,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",balanced_accuracy,0.9210526315789473,0.8666666666666667,0.9594649084568438,nan,nan,nan,nan,0.9967105263157895,0.6571428571428571,class_0=4; class_1=76
