source_partition,db_path,db_file,size_bytes,mtime_utc,sqlite_readable,schema_sha256,db_fingerprint_sha256,scenario_tag_count,unique_scenario_token_count,token_set_sha256,log_count,log_ids,locations,map_versions,map_compatible,status,error
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.15.02.08_veh-45_02111_02303.db,2021.08.17.15.02.08_veh-45_02111_02303.db,23465984,2022-09-23T05:30:19+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,f8d3468d39fabf79eef75e2f5656f0fad79549ac95f2173fadf4156882b97f3c,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,2021.08.17.15.02.08_veh-45_02111_02303,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.15.02.08_veh-45_02452_02521.db,2021.08.17.15.02.08_veh-45_02452_02521.db,4976640,2022-09-23T05:30:19+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,5437a07ee7e18612672a245005ac786e95fe165d3c110673a76cff9e613cd645,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,2021.08.17.15.02.08_veh-45_02452_02521,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.16.48.45_veh-43_00114_00415.db,2021.08.17.16.48.45_veh-43_00114_00415.db,25964544,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,724219c8421529956c6ca024f2c94c11d83f384b01ba92415d43fb18ed7f6093,6944,4640,4852c510c1a5055a201637303b6e33fc5272d1a5f18a2fcea57f8c293eefe97e,1,2021.08.17.16.48.45_veh-43_00114_00415,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.16.48.45_veh-43_00451_00871.db,2021.08.17.16.48.45_veh-43_00451_00871.db,68603904,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,78b3abf038574b3c753514a02b873b3f5aabd7fb9e511f4de4968c13d4420650,9744,5008,2ff5e8df28b391e0f4406050c2111c81f8e52282defcb7512478636fb32cb92c,1,2021.08.17.16.48.45_veh-43_00451_00871,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.16.48.45_veh-43_00936_01035.db,2021.08.17.16.48.45_veh-43_00936_01035.db,20529152,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,1bb55476df71b5392f6cf19bea09e8bf5a7f1dd9a28a53d2da2dcefd6130d0bc,2374,1412,37ae9d8e81dbaaf74e7b9b33ad19bbd10bfbccf22a28e24f6a3b513eb2be4fdb,1,2021.08.17.16.48.45_veh-43_00936_01035,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.16.48.45_veh-43_01060_01405.db,2021.08.17.16.48.45_veh-43_01060_01405.db,70438912,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,939a18953568b1f5e2058dbd2da4b117c8e05e84a2d5d4bb5d4941e0c64d151d,7573,4223,f3997c197f481943faec309ff4c3a2442564b1f060913c2473e80e13cfafc368,1,2021.08.17.16.48.45_veh-43_01060_01405,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.16.48.45_veh-43_01439_01665.db,2021.08.17.16.48.45_veh-43_01439_01665.db,44449792,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,cf4f61bc01d90d3e3be2ecd4fbd70dedb5f4ce9813db0f8b245b1a7ae786d162,5869,3224,bc45083330c353607adc5d37303cde0c44f6bc2a636d0abc7dc630fe975974e6,1,2021.08.17.16.48.45_veh-43_01439_01665,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.16.48.45_veh-43_01676_01764.db,2021.08.17.16.48.45_veh-43_01676_01764.db,9236480,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,abac8df70ea9d28e4d2a8248508a9e3e8a8a3f823100153b96b8a17b95035498,2117,1148,fce960ba31dce01873b783bcb76b902e77b4625e9cfd3feeb2e1a5b5cfa04120,1,2021.08.17.16.48.45_veh-43_01676_01764,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.16.48.45_veh-43_01837_02038.db,2021.08.17.16.48.45_veh-43_01837_02038.db,13467648,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,7de1ee99015556f93308d1462dc84f83ddb979e8c355a1949f6c96df5dbab4a6,4365,2880,2c70ac35b980372487e39f3077693e4cc7f00473e9567e3161a5473752b97881,1,2021.08.17.16.48.45_veh-43_01837_02038,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.16.48.45_veh-43_02070_02652.db,2021.08.17.16.48.45_veh-43_02070_02652.db,66007040,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,7f912007bc1192ea9521b30ba45c651178386e974bb90021af117851180a0573,12782,7669,29c2769257ad591d56eb780f48266ec8e71b4ef19d9de24d65516fe0258c7383,1,2021.08.17.16.48.45_veh-43_02070_02652,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.16.48.45_veh-43_02693_03062.db,2021.08.17.16.48.45_veh-43_02693_03062.db,56688640,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,d931ea67a2a7c40fcf8d5019dfbe641882114a985ae469ade40f808fdbf02f3c,8740,5193,76589ebb9bee5a0facaeeb7150260b878a1c030400a848af8749d95970b74e58,1,2021.08.17.16.48.45_veh-43_02693_03062,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.16.48.45_veh-43_03137_03245.db,2021.08.17.16.48.45_veh-43_03137_03245.db,6889472,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,fffb889c830fafd525bbb9c279aade9940a6a5447bcbd7741266417f77c201ca,2760,1596,8ae41163dcf7e614c1ba58343c9dfef0dbc77b36a0826f1fbbe53f29a7128879,1,2021.08.17.16.48.45_veh-43_03137_03245,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.16.48.45_veh-43_03268_03352.db,2021.08.17.16.48.45_veh-43_03268_03352.db,8007680,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,5cc491e99ccf13965143a17bc8f3b68fde7a3a676f1ab852ed208a7d66773b47,1289,865,c2e1e240677ee703a4c3c8daab31bba5dfe0666786b188d0ab82f0257dff7c9b,1,2021.08.17.16.48.45_veh-43_03268_03352,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.16.48.45_veh-43_03384_03788.db,2021.08.17.16.48.45_veh-43_03384_03788.db,32485376,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,0ecdda9ce7067c749f577b935a512e5968ec8cfcbc5190ab5d5567b801c876ac,8416,5001,bd0df1297f9ccb6d69acac8db80df7c1b4705923638f5610278d4c473d2166e3,1,2021.08.17.16.48.45_veh-43_03384_03788,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.16.57.11_veh-08_00206_00331.db,2021.08.17.16.57.11_veh-08_00206_00331.db,7610368,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,5c6f2a00e4048717f3914caa59d4814d4cba206411c6182c51b1ea3478a779d0,2897,2006,e24f85ef9e0d1abe36f764d3c0c6a3035e1cf874e54b1e55864da2c0c3548abc,1,2021.08.17.16.57.11_veh-08_00206_00331,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.16.57.11_veh-08_00354_01167.db,2021.08.17.16.57.11_veh-08_00354_01167.db,143327232,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,3c098b436296723f134a3c0089cc684e6cab105efc79e601d6f0ca7c09fc50ac,19460,10791,17d06bb51f62e28b88dfb04143101b986082cc0b37f21f9e4d0bffb3e3cb6c8d,1,2021.08.17.16.57.11_veh-08_00354_01167,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.16.57.11_veh-08_01200_01636.db,2021.08.17.16.57.11_veh-08_01200_01636.db,66789376,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,4c8cf67ae296e93a81ef0b358e6cb8cebd14487773a91d6c542d7142ce56c9ef,9975,5952,7873ced8e3099b8df911640eebdce9db03d6a32070e838fc937388c3b5d1acfa,1,2021.08.17.16.57.11_veh-08_01200_01636,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.17.17.01_veh-45_00123_00191.db,2021.08.17.17.17.01_veh-45_00123_00191.db,4231168,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,4b428ed6477632c843d4b569cfaee581e06acf3742352681fc1bd0f4fdd83c59,1955,1249,a8bdccaf5ce8fad33790534df49ca33ba8de1dfa2597d3d210c41123449172fb,1,2021.08.17.17.17.01_veh-45_00123_00191,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.17.17.01_veh-45_00207_00594.db,2021.08.17.17.17.01_veh-45_00207_00594.db,50479104,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,45d310e175ad02cb8c3c61eca1ceb2e33347ae5a4f1143b3250359645b39953a,9396,5055,f09bec5f8fa8ffb0c4a273c5947459540069a50604a2c18c4570fe655ec7ac13,1,2021.08.17.17.17.01_veh-45_00207_00594,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.17.17.01_veh-45_00762_01166.db,2021.08.17.17.17.01_veh-45_00762_01166.db,62406656,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,a281f3e8daa158868687fa32bb02321e0feeaae238464c79ba78f7948e0bbc68,9190,5507,4e7b610f0c0a89edec745226265ae85f747e1a2c3c35a4941ce20b6a7077a209,1,2021.08.17.17.17.01_veh-45_00762_01166,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.17.17.01_veh-45_01207_01417.db,2021.08.17.17.17.01_veh-45_01207_01417.db,38793216,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,d793260768935d2cd7232e8a902b603d1e403da01b8feeb92fc940b0142f8c04,5174,3143,2acee030065e03e46afc4182bbed3070c52fedb2525edafa5725175c8270f22b,1,2021.08.17.17.17.01_veh-45_01207_01417,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.17.17.01_veh-45_01443_01678.db,2021.08.17.17.17.01_veh-45_01443_01678.db,34226176,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,23fea27461535dbe96f5ff7736b7b6caa0165f67335031bb824108754cb049dd,5439,2648,9cff4e51c895b5ab8d7a8208cadd0b1bcb07f077f905ed0bc3546b08e3e05475,1,2021.08.17.17.17.01_veh-45_01443_01678,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.17.17.01_veh-45_01796_02069.db,2021.08.17.17.17.01_veh-45_01796_02069.db,38121472,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,47fa9f2debe8c3a9e14539af9420dfa8db56230cb01172e30d93f705d75ae743,5514,3641,e1567f292836f275c3074156ed2e679842deb06a3e943b3acace44f7a77d5d8c,1,2021.08.17.17.17.01_veh-45_01796_02069,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.17.17.01_veh-45_02098_02251.db,2021.08.17.17.17.01_veh-45_02098_02251.db,23912448,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,6b8066dc7afc7c3c05627306f878d5d24f84d3e50245c6b17333d4f09b60ad16,2677,1743,949e07cafd6a56f62b8409b153c448f91a63c510904efe7c455ded9700d148a2,1,2021.08.17.17.17.01_veh-45_02098_02251,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.17.17.01_veh-45_02314_02798.db,2021.08.17.17.17.01_veh-45_02314_02798.db,99004416,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,85d9ecc1f063ea91078fb2b6713a537414d7db3067eaa2d8746e85fa81ed16c9,11329,6775,2071f39a9f5f6f8bf28329cc3dc4f3c9fe6f6160d1384b9ad4765eec1d7dc40e,1,2021.08.17.17.17.01_veh-45_02314_02798,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.17.55.18_veh-43_00016_00083.db,2021.08.17.17.55.18_veh-43_00016_00083.db,16003072,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,08d9aaff90b5a48919b7b2404e481c2058364657075eb635e38e668162106865,1503,1088,aac6d6ad9e9cb8eb75de1c1c5e34ea83554648d72c6302190ea9d4fb9b51f99b,1,2021.08.17.17.55.18_veh-43_00016_00083,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.17.55.18_veh-43_00122_00325.db,2021.08.17.17.55.18_veh-43_00122_00325.db,37072896,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,72031d27de1fd05f52a576b1db7d1a1570ab86c7ce37afef1958dcaaa582a950,4362,2405,040e4aeb4605d2c24d1091194e0560e146b451b776d54f811bfc4967fff6e3e9,1,2021.08.17.17.55.18_veh-43_00122_00325,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.17.55.18_veh-43_00358_00673.db,2021.08.17.17.55.18_veh-43_00358_00673.db,47341568,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,9b37bc19f19c50b150218c470ca1448a4bce713420c82543b5492bbd243917e5,10390,4421,665b07a68522e2052c97a0d3c1c96d9a0e469f4db7e74567e535289bd1b426e7,1,2021.08.17.17.55.18_veh-43_00358_00673,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.17.55.18_veh-43_00802_01030.db,2021.08.17.17.55.18_veh-43_00802_01030.db,51040256,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,bd84b4bef7e4d77c5ca148f06b0a3a85b5b48177e4793c9c180caa7c0cc33a34,4959,2986,00b7090f2105d3d2cbaf812c8b80e9505dd3f5a3942678c47bbcd3016447417d,1,2021.08.17.17.55.18_veh-43_00802_01030,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.17.55.18_veh-43_01240_01704.db,2021.08.17.17.55.18_veh-43_01240_01704.db,89497600,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,6fdbd792c5c22690b06afe8387efdc63088d58a1d86270e61691d65c7176aef8,12402,5992,be89f2024d604803fe6bfe6bf7a84768e9b5f341a3dc09579c0290850e5b3a69,1,2021.08.17.17.55.18_veh-43_01240_01704,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.18.11.12_veh-08_00083_00200.db,2021.08.17.18.11.12_veh-08_00083_00200.db,7454720,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,27228abc3216200c2deb548e0cdbed172d035ea638514ff6f8c8c67c2893c7c4,2696,1721,dd02e5c8bdb19c4951a8fcc664f8782e93cbc80c4fd2157b4c5dd2650cc925f7,1,2021.08.17.18.11.12_veh-08_00083_00200,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.18.11.12_veh-08_00234_00611.db,2021.08.17.18.11.12_veh-08_00234_00611.db,32407552,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,6ac2e9aaad6574ac7e512d39c39247b83cf7b4235ad3beff7282577cb85be737,8368,5302,d3253b0e59f409434f82b0f280ad4a725ceabe43c697bee5d2173ccd63646f9e,1,2021.08.17.18.11.12_veh-08_00234_00611,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.18.11.12_veh-08_00629_01599.db,2021.08.17.18.11.12_veh-08_00629_01599.db,179933184,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,245d61e46a486449081811ec88b45f98de15539412d6a004bfee4bfff00e176e,21512,12945,64d1ee314ccd036925fcafa2dece4e2f202762b9e1fffd664102a991b9d8747d,1,2021.08.17.18.11.12_veh-08_00629_01599,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.18.11.12_veh-08_01622_01709.db,2021.08.17.18.11.12_veh-08_01622_01709.db,9150464,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,1052dd76cb65040367588fd84b7de794643c217e5a4676e1862c6f68b572eb63,1421,899,17684c3e8c9e88fa092d2002c3504ecb0068ea7b1b9a25f55af85665a191b6f6,1,2021.08.17.18.11.12_veh-08_01622_01709,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.18.13.38_veh-45_00016_00127.db,2021.08.17.18.13.38_veh-45_00016_00127.db,18743296,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,94859b1f7eaa3d8f5c7c3795d4002a62379cfdb7dd40215a622603ffa3789d12,2094,1526,1af6c6e60869a448b037b77e6d16fd8f91168ccb43755c00437e1cc30de37f7e,1,2021.08.17.18.13.38_veh-45_00016_00127,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.18.13.38_veh-45_00151_00387.db,2021.08.17.18.13.38_veh-45_00151_00387.db,41467904,2022-09-23T05:49:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,5d9c1745bfd2c330c8fb18b967018af78d5a8922db860149bf4d0995819ff7ed,6172,3445,563bac2a186c85db5982638e90d7e3c1f0e003248d25bb377a94bdb4d2d83a5f,1,2021.08.17.18.13.38_veh-45_00151_00387,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.18.13.38_veh-45_00410_00618.db,2021.08.17.18.13.38_veh-45_00410_00618.db,24440832,2022-09-23T05:49:49+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,22a0c1f28a7f85c8b80abff5e5419a8a7f058867b7cf0afe7436a918b927618e,4574,2690,fa18fd39f1473e949e3dcb99d8898bb1381186b959c5cecc369a8a0a16433df2,1,2021.08.17.18.13.38_veh-45_00410_00618,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.18.13.38_veh-45_00641_00881.db,2021.08.17.18.13.38_veh-45_00641_00881.db,42901504,2022-09-23T05:49:49+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,348cf536d63a2f7cb8fbd72c611d46443bf6c18be22da8886b4776925afdad7e,5592,3732,7c6c1242ae1b5562b3c2237a5220c9b752925ecd67f1435a1491c64a0fc92e0f,1,2021.08.17.18.13.38_veh-45_00641_00881,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.18.13.38_veh-45_00946_01854.db,2021.08.17.18.13.38_veh-45_00946_01854.db,171196416,2022-09-23T05:49:49+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,2d2e7616d567b20400cd4c693f52bf2c42d52531946145ac7af504d45bb3eb51,16813,10542,3d36beb94856ad82b9325b3d4520ffd0a07d9576705d207033668ccb466d0ad5,1,2021.08.17.18.13.38_veh-45_00946_01854,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.18.43.12_veh-43_00125_00805.db,2021.08.17.18.43.12_veh-43_00125_00805.db,118145024,2022-09-23T05:30:19+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,e9e14bc0bf627cdf4c3599929c922170304a4ced62b46fd3e92331cd087f91ae,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,2021.08.17.18.43.12_veh-43_00125_00805,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
train_pittsburgh,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.17.18.43.12_veh-43_01023_01358.db,2021.08.17.18.43.12_veh-43_01023_01358.db,62156800,2022-09-23T05:30:19+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,a6d12f8473eb1b9fe678bb2c897de39c1d2133c6bb63b3b2e0810232e5848d65,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,2021.08.17.18.43.12_veh-43_01023_01358,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,True,READY,
