session_id,exposure_class,raw_candidate_scenarios,ranked_candidates_examined,representative_log_id,representative_scenario_token,source_provenance_status,representative_source_partition,representative_source_database_fingerprint_sha256,selection_rank_sha256,execution_initial_speed_available,execution_initial_speed_mps,initial_speed_ge_3_61,native_route_available,native_route_identity,route_reference_complete,map_support_available,scenario_loadable_metadata_only,precontext_fields_available,precontext_id,production_executor_compatible,duplicate_alias_status,static_eligibility_status,exclusion_reason,ambiguity_reason,final_primary_roster_member
2021.08.19.15.03.05_veh-45,E1_UNRELATED_HISTORICAL_USE,25902,4,2021.08.19.15.03.05_veh-45_01383_01593,0a7fd2c341e2533a,COMPLETE,train_pittsburgh,ca540b5222fdf9a182a15b6c072f0b9a09372b8a7c4230073a0befc9ee79bd29,00098f165e96eb5a135d68c95b505bc3519b5d795cb48b1d81d3308df20dc6cb,true,12.172286,true,true,56851c1f9a863a30bf6fc9c7174e6a05abba88e381c713dc84a5e5749003ecad,true,true,true,true,ec1b9176bfb663e2a500d3c44ca5054a779f42c6afd66838caf8f9e543c5ace8,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.19.17.06.41_veh-08,E2_BENCHMARK_ENGINEERING,15768,3,2021.08.19.17.06.41_veh-08_00708_00885,0445da10c7ff5702,COMPLETE,train_pittsburgh,c7baf78b75b8895475ff811d2dd2d94296296a534d8c6397c774fd99f181cb69,00137d2eac56fdb8ad4c773f5cd5a44b53b4e6b3b5d895130069e73da2b0dd21,true,4.974414,true,true,c75944b745fd3391bbbb57cc5218e646d2d30e3d06f57266b54f86bc6098b465,true,true,true,true,ca5089229ca2abbc755012ac9a434b687aa0f3cffef75e93deeb116ec3d71420,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.19.17.14.40_veh-45,E1_UNRELATED_HISTORICAL_USE,28961,5,2021.08.19.17.14.40_veh-45_02585_02856,9ffea8105c625f40,COMPLETE,train_pittsburgh,d12c2b054f94b0aac45abe0b727b9ed35838e206b9a2630adda8693086e72a6e,0004dc3721f47b02d33fc85899fd3705b15732270ceb945126aec1f459e2e88c,true,8.386672,true,true,6c80a085f06e8be28cb6428d207ecf36602dad8f915b79e022761f089dd1ac2a,true,true,true,true,15d4ec6d51f14c95c32906e6ccf5a2d81326e7b1e4e33f82e6c3298963f0e457,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.19.17.42.11_veh-08,E1_UNRELATED_HISTORICAL_USE,18176,6,2021.08.19.17.42.11_veh-08_01092_01496,779e7334beb950f7,COMPLETE,train_pittsburgh,4ea458a2c41eb6b6a38742c0f582c6a4009549c7a59c363fecbb5f85b366add4,0010ee196856befabab2c7e0dac5c528ab465396ed27f9b638783c8b0cdf1850,true,8.638200,true,true,e04c8a3f90e7e2e44269e9ca0e034ac720fbc243315aa9f4122ca8aa83f6e84d,true,true,true,true,e0274c6442e15f35eee3a0e96824aeae4d09e2b6531277e60e4e6d57861bd667,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.19.18.08.28_veh-45,E2_BENCHMARK_ENGINEERING,27427,1,2021.08.19.18.08.28_veh-45_00056_00141,f20620760d8b571f,COMPLETE,train_pittsburgh,a059f1a64ef970b90341b5d0444bfd6d44d6968489b25728d120c549a632ba59,000375c37820ba5591c1dbed3804868d4c72d0c8c8b62ce0e104ac9e30c12518,true,5.460794,true,true,73cd59e9eb54fd78984c156d1dfec48a3d21b81b603105835c3b6c5c7ce5abfe,true,true,true,true,60437168deadb8c5406436ece4c36a379ff63ee2e2f7803011d4d3b1d30fd439,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.19.19.03.27_veh-45,E2_BENCHMARK_ENGINEERING,27666,10,2021.08.19.19.03.27_veh-45_00912_01425,4459774f0b375c7e,COMPLETE,train_pittsburgh,f31d29cab218cd00ac27c39299b5de40f8473ee70b30fe26a869c45ee8ccf76c,0017bdf396a0dfa768f3067c3fd4e8a3470f61712bea4f2d0eb0eb8cc2f63be3,true,8.380279,true,true,6f9449a7683359474a4e7c7891b9528e17b0f98b605ab5e55d11f5b9d9ef1e8f,true,true,true,true,6319245052316d0bdc9f6c59e3cd7678c97f9a6d1662403a207260aa6a6d0f3f,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.19.19.22.25_veh-08,E1_UNRELATED_HISTORICAL_USE,9840,7,2021.08.19.19.22.25_veh-08_01633_01801,cdcf29c447495de8,COMPLETE,train_pittsburgh,58bc4e72b4bcb08ba393467cefc6c29cbb4259d752b5646215d1a520de5a995f,0025d2fc7eb1ce839df968d044efc1d39cda898cdfc0b763394c1384add7297f,true,10.198556,true,true,b5562baee6903757516b1a636ce8c7894c40c2e43082598d73dc58e2fadb833d,true,true,true,true,4f093ea7660edc3cf32fd79af6ae0ff6d545f88c644be807a93511fa726853f8,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.20.12.28.52_veh-42,E2_BENCHMARK_ENGINEERING,17847,2,2021.08.20.12.28.52_veh-42_00290_00447,de64a85e163259c5,COMPLETE,train_pittsburgh,eefc9fdaee6cc66b1a65b5e106dddd9df5940a41b2e5b02e94db1307149b86a1,000ad8711bc076a42e9f017de1b21d421dcd6b8e582076e22b8d689d4babc2a7,true,12.777726,true,true,6f8ac26dab9ee985c7ef6dd1139bea63fa45d4a587248a2d0b1786dfb9564e69,true,true,true,true,bfaa5a472ec3ae5cf4e741ce5440bd2fccf048558ad8770af3e44969129bddf7,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.20.13.00.37_veh-08,E1_UNRELATED_HISTORICAL_USE,33411,5,2021.08.20.13.00.37_veh-08_00607_01068,b0df10d6df5e55c9,COMPLETE,train_pittsburgh,451e229825f46ad230ebf45587a939ed92cf3cf73f659d0c9407a1b5b6c062df,00102b5525c5f62250fc61ca8de2a271b6b2288c5ce8cd4011f3e11dbd89c5b3,true,9.891793,true,true,ebbf7351b6e0e03c2ab1c6bd68287e3d2e9d1b78c131fc5950c40c3783a7f4ba,true,true,true,true,648d7ac2c4dee30fda2ece1480186be8a9679572954a3c0c994bb8f664faec35,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.20.13.02.56_veh-42,E1_UNRELATED_HISTORICAL_USE,15037,2,2021.08.20.13.02.56_veh-42_01204_01440,a65e6d2f0d5d5c57,COMPLETE,train_pittsburgh,92475b41bbce640ec1dfbbe784f8ff70f2be2b65de65433da67aef922d6245e8,0000f3472e5a1b138ab1a3dae5173b87732234ffb6eb62982e181e56ec2b87d9,true,6.784594,true,true,1d8bf159570aa706ec5528e6464e49beaf8176ed80e2752f4ad0cf5ba6a9f84e,true,true,true,true,4338b15e1483154f6b9b4bfffcdf21addfb543e6ebe59f7f2553339507993c0d,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.20.13.34.11_veh-45,E1_UNRELATED_HISTORICAL_USE,12171,4,2021.08.20.13.34.11_veh-45_00280_00652,ddedb03d69695925,COMPLETE,train_pittsburgh,1b53ca90049ede106a1e2fd54cff19160735ceaf7322620eb1c8fc40432aa032,00214f7a3fd7ac019d7879449f19fc9dfd8c44ead63d0d785078d611bed245ad,true,7.567595,true,true,f8a920a5231a85bdf8328086a54a94a24836ba549d1e64917b13df3bad055251,true,true,true,true,788cd017b5baeb9e56423adf12a18ec53abcc4a773d2000fb0d8c1d55817bd61,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.20.14.28.03_veh-45,E1_UNRELATED_HISTORICAL_USE,34469,4,2021.08.20.14.28.03_veh-45_00239_00641,cffa105230d75804,COMPLETE,train_pittsburgh,8f6fbba44b29d57d31c30d1b0f77b2f6671801f343e019a477e3018ffce4830e,00022f9425799ef408aded91e3f89a21cebcbfb5439e3940753942e7de77a885,true,6.006042,true,true,b75e7f103fb37af10c2a6e3b79499d1834fb6aa198a7564fd06625cf0aeb51e2,true,true,true,true,535c5df156fe4a695fd4ef60d65af33e2ed8bc4b19d5c665f86165c35c088e30,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.20.16.40.09_veh-45,E2_BENCHMARK_ENGINEERING,22658,1,2021.08.20.16.40.09_veh-45_00168_00513,15e8e80432dc5b3b,COMPLETE,train_pittsburgh,73e35ddc28c232e3bf556cc367424b6b606be98aaee5f616c7d713ad86ba301a,0003765f67e82a633a35d86fcccd8a9ee161c1b8dda24dabfad69fc4c06112cb,true,5.284789,true,true,df3af66368e5ab60b6ab10284461d84b51db800e5fa8bd9ca41ba3e9899ed1ba,true,true,true,true,e9dd3019ec6a4b6c315a14c693a3f5106387c0f77fd7adbad3522d44d0ff5320,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.20.16.54.30_veh-08,E1_UNRELATED_HISTORICAL_USE,26153,4,2021.08.20.16.54.30_veh-08_00500_00814,81a8d8265fbe5198,COMPLETE,train_pittsburgh,ac5bd714f2f9e479729f2b6ff986e792cf9757110c0d057eae22b1b6a5508dea,000c6bdfd889e15d55049cd9ebe99faf5c697904f75458f9857ac2cfd4bc7657,true,6.844755,true,true,4a4cc0905f0c7eb3b94e3f5f5bc15b486f16f4bd6421c0c9e24124fab8ae1572,true,true,true,true,41ac062a5f9d22b1f470fd44da762363e36e5ca074bd652050d4b2e89501037f,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.20.17.52.54_veh-08,E1_UNRELATED_HISTORICAL_USE,31510,1,2021.08.20.17.52.54_veh-08_00199_00643,8b783538ff4c5481,COMPLETE,train_pittsburgh,188755d62571f920423175041831435fa9308e66253acd5e8effa24e0d5c0bb4,00006fa73b063629613fbc9c617229d2a63121c53986548d0282b00ddb1e42fc,true,4.878479,true,true,617e10d70b9667ff99deac6bb77d076075da219d33b6c074835bfa67fd739bba,true,true,true,true,43750a0d286e24974508795007758bbdf4fe5344a7d3735731cb2cc5e9e97e07,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.20.17.54.47_veh-45,E2_BENCHMARK_ENGINEERING,26941,1,2021.08.20.17.54.47_veh-45_02107_02455,772c0c242adb566d,COMPLETE,train_pittsburgh,43a65d3286121ac142585ef753a8035d18b2065e58f8ebf02df041a67a9f7df0,0003ca3616c5b95d35282655bf2559b9a598924191c89471ec982dff8909bdc7,true,4.694694,true,true,4010bfcef46c3304bcab0744521607b44fcd91f7b81f3e0d4164f732d8fd0562,true,true,true,true,e029f02726f11392e8ca9e07b851024dd8ece15cf42c3364429e373ecc78f01b,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.20.18.44.47_veh-08,E2_BENCHMARK_ENGINEERING,27172,2,2021.08.20.18.44.47_veh-08_01382_01958,6d45542ba9a35e59,COMPLETE,train_pittsburgh,2d5d346eb384361b946c6b737f1c4fda104945d2918d5043c3b621e8698ba447,00052e2f744f5d9e42b5b974bcf5794a22e8d77ff3ee7a114b30f8b863bfd60e,true,6.889990,true,true,1b8a34972fcfa4d83d096092d95a1441315572238b4a4c4192c89a006781e883,true,true,true,true,ebe85e798ac27fc12763819dd6da5e212a89dbcc8b366935d412111e4a5ca76e,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.20.19.10.41_veh-45,E2_BENCHMARK_ENGINEERING,18895,10,2021.08.20.19.10.41_veh-45_01720_02069,418afdfe53925e78,COMPLETE,train_pittsburgh,d29a7b3fab2275ad0f2029af8c4c8138e05ac5eaadc87707ae9cd3391ad703d0,001c3584880b2a1998a563c981bea03beeab9a5fbd4d2f08765d8bbc1f596146,true,8.415866,true,true,369dda1bc6cf9d84095373b0347f39aee785510d169cb1f4ffd1857b8f6d032f,true,true,true,true,f9900339d5feebead8688a21640df96f042d8f4ee6ff39e35b0a840259ac9ddb,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.12.33.24_veh-42,E2_BENCHMARK_ENGINEERING,23207,3,2021.08.23.12.33.24_veh-42_02142_02317,58e28f36c65e5619,COMPLETE,train_pittsburgh,ce33ca658b9a729d89755e7ec613c838dfa7c8b3db2c3fc1fe22458fff7681cb,0003bb0e6cb265b08c4ac7e8fe9e44ff8268224313facdd14a75284ee3b4d1f9,true,13.616467,true,true,615936e391061ce7c87d5448a3633a8fd44fccf43a7c228b6d4eea6e21da8f3a,true,true,true,true,e0ca5eacf8e2fd109b731cb540d405c58c6ea830d733901d71c39818d6ab708d,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.12.37.38_veh-45,E1_UNRELATED_HISTORICAL_USE,29791,3,2021.08.23.12.37.38_veh-45_02043_02159,dae990a6291d5c74,COMPLETE,train_pittsburgh,55160a77aaa9846674f88564700cf22c083269beb5fb18d7ae2d66e63f558985,0006768066b4d06dc32e3d923a312ce0e8059ea12de36bbf83e4e7182cf6e967,true,12.096555,true,true,4ad43352c909640f85cbbc1673171ba5f238b59ca58deb8274e5edc53e425065,true,true,true,true,9e622f13101165c00bb98cfc481bfcb765fef6c4c5a82c310b6a9809ef71457f,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.13.17.08_veh-42,E2_BENCHMARK_ENGINEERING,28960,4,2021.08.23.13.17.08_veh-42_00936_01423,2a0e75cd59cb54bf,COMPLETE,train_pittsburgh,74c3be5ed9c0b506214669413f1699707d0dfcfb483cbed62b443a470e724be5,00045737f6f1e8aabf8effdaf4767afacde13f61621ae932a8b59c53d391dbf8,true,11.097216,true,true,b8cf5de3608a1e516d90477aafef4d9ac781ecefa784f0f4faa7d01edcba6697,true,true,true,true,7627916a0499c1fb30dfb35fde6e307f018161cb8a478ac07645d6fe3c3a6569,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.13.26.46_veh-45,E1_UNRELATED_HISTORICAL_USE,29339,4,2021.08.23.13.26.46_veh-45_01481_02501,154d6bae990351f6,COMPLETE,train_pittsburgh,02d2f65e31ce6a8f406c9fffd8b36ee59fe502f3a780eefb72e683771e2f2431,0002128fa783530fc4b03a1895ca03a7ca6d8d69faaceeeed327c85dddfbd849,true,5.971682,true,true,3344c675a694131676c6ab3a496c0651ae439a60b8d39c5b4ad0ab0ec748374c,true,true,true,true,2c692966535afddcbbf941bf63cb45601984b24b84932b80172c1b9e5581559c,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.13.28.21_veh-08,E1_UNRELATED_HISTORICAL_USE,18582,1,2021.08.23.13.28.21_veh-08_01254_01911,8d25f48b2d265c38,COMPLETE,train_pittsburgh,820f6ba368af34fc4053b4314185d0d8ab806c4212b213c3fb44e9d9e07531af,0000475d605821c6593e6635fd4d5b63b6f27e3c95b07819fe8775e6924524c4,true,7.300263,true,true,fe55040f865585436444d6eb0339fa61cd78dc5a755e5f16203428f4d9d472ea,true,true,true,true,6b40175a39814c2d4b5aa86dc91b3c9da59ad34b917538515db65bde5242e046,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.14.02.02_veh-42,E1_UNRELATED_HISTORICAL_USE,11931,59,2021.08.23.14.02.02_veh-42_02230_02309,0c589860adff5b03,COMPLETE,train_pittsburgh,a84b96ab66e109b0239c356045463845d73270191d6e5d6a0b508a8907e39dbe,016e876c5c46dafec0f9177a6586a02ce5b0753fc566b40ff4fd50203c2d6bcb,true,6.353310,true,true,e3c52d9ab878a4408bd6f36956826a45e2b5de5b33ea4b8f878e1c13db46ede3,true,true,true,true,b6d94c823c5a6a57ea490c353aa208d1056cbeffb0e8a83a3625eabe7cc44805,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.14.27.31_veh-45,E2_BENCHMARK_ENGINEERING,29947,6,2021.08.23.14.27.31_veh-45_01488_02301,71b1e48986945289,COMPLETE,train_pittsburgh,6c9a29e4bfa0f0f23886132f9338996f981731c0ccb8746535133815d081c4c4,0008aab3606a484b3cca738f6f01cd04a83fce2d74978eb156656c82858ab935,true,4.386996,true,true,b2af91773e1850f10356e544ad4018fb81850a46be9116dee3b038199e492d51,true,true,true,true,c11dd0aaed17466500b03a7c33ef34dbde2dfc4c2a3ca7cde976611093f94e6b,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.15.14.44_veh-08,E1_UNRELATED_HISTORICAL_USE,20091,13,2021.08.23.15.14.44_veh-08_00161_00895,99779cd1b4dd5988,COMPLETE,train_pittsburgh,fbd678f9716982280a702837b065709442207389b324dbbf0037182803f8a283,001c0358546bec0f3ffa4090beb5db8875301686ee6a735d57c950f2854bdc03,true,9.532991,true,true,5dd64a4e4a4a9b5a379cbdeaa33188bb7787ec12a687369349e27672b2b370ad,true,true,true,true,df9b03e88323bc3de5fed44772efe56fa67a360269677d63820986002546ad50,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.16.32.43_veh-45,E1_UNRELATED_HISTORICAL_USE,22154,7,2021.08.23.16.32.43_veh-45_01332_01572,8bcec95349fe59c1,COMPLETE,train_pittsburgh,a5555b9a234d1d5dac334cf836f2438d0ee05f16bdb00ea43d4450b1969e674e,0012ef19053f40261454f2f47f695995b14f6e546c54cdb11f90769971bcde92,true,11.156383,true,true,f5286f2387ac6ae508875d601a6b0d61dfeb04129c288714a9dce1aecb636bb8,true,true,true,true,9988079105f19cce54717e5465051f99665d5b9eaa32abc964b192b03a6894d5,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.16.51.29_veh-42,E1_UNRELATED_HISTORICAL_USE,29619,2,2021.08.23.16.51.29_veh-42_00291_01035,a51d59d04d845c24,COMPLETE,train_pittsburgh,776dca01c2512a02181ebd87cf2ec3f6b91a1aa400b85309574a44dda899e10b,00023deebacb8b7f4c52ba2b1b33a66cd088c7b2ec80b4db64049781fa1eb936,true,7.739325,true,true,c428daf33583595d92c634949701806de46c8d138105aa204b6dab9ae65d8b82,true,true,true,true,e9ddcf01e8109e7c194c4f7140916c0c61058170b69af373f3fb7a4b37562faf,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.16.53.37_veh-08,E2_BENCHMARK_ENGINEERING,22901,1,2021.08.23.16.53.37_veh-08_00016_00648,c12178e439105fed,COMPLETE,train_pittsburgh,dbc76152e614c02bbe9142a4ebc73e40ba0bc19b29be9ecb389dcb560c5e1ab7,0003e7eecacdf0d9a6a7a3123956768b165a99cfd60147a7ce59b5ca24e8b7c6,true,8.075633,true,true,a32cfb3f02f16a48716211a3467650ab5393b1935fbf2010cae43d883c66810c,true,true,true,true,2df0dfd652555f67b1be1b7266a9d635b0fb8d0613e13b57f0b1361a0dfc31a5,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.17.20.10_veh-45,E2_BENCHMARK_ENGINEERING,27036,10,2021.08.23.17.20.10_veh-45_02277_02706,2dc6aa6afd2d5eff,COMPLETE,train_pittsburgh,d2a0e504299b21a872bb3150867ccac5d8a832ac67ac52fac82cfdbb6ef1e460,001c2c436d1415dbf63a17381024881ffe52f85240a92c57378bcf076312b9f5,true,6.006798,true,true,52f2c0765456b8c057618a42dff17f23531f07836e1e8f85d1f66f3df81e4598,true,true,true,true,75c41f619aa01af31463e4a8077a9aad768d8b773749e54e6b1a1082c7210081,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.17.33.08_veh-08,E1_UNRELATED_HISTORICAL_USE,28665,1,2021.08.23.17.33.08_veh-08_00029_00104,ff2a6c11598e5d42,COMPLETE,train_pittsburgh,4185909da43a81be134aa1203e355987e80f0dbb31ce304714694d18dc5deca9,000273c85452ea5371da4cf33babef938bd00bd1a7d4db3ba1e885c69e1c8301,true,11.968714,true,true,dae6a986f2e14baa8fbcf1421bab4d08af90db2df860cece287b8d17c5a4f3e1,true,true,true,true,3e046f7508ab8d92f05ec105f13575679a628db69fa3f2b260a860c3129a6f85,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.17.36.45_veh-42,E1_UNRELATED_HISTORICAL_USE,25964,2,2021.08.23.17.36.45_veh-42_00023_01720,a6df2e05944e5780,COMPLETE,train_pittsburgh,1acff78c79da21a0b413da50db91fe0a24a24d9dfc15480531162d36e3b495ac,0003d76a5b862bc73c1b6b89cacfcde7c8a7c6c0c2f8af9895546482022474e5,true,6.743035,true,true,a7e0a9470abe2f0fc8c30edf2ad7b19df212436c0e2c4050fdd2bdb73b6fd848,true,true,true,true,b33ba2c00ded84e673c44dd0442d4244591bf9bf0fdab1632bebbf0c63863c62,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.18.16.02_veh-42,E1_UNRELATED_HISTORICAL_USE,22080,4,2021.08.23.18.16.02_veh-42_00016_00227,ebf90b5ce0f15ff3,COMPLETE,train_pittsburgh,a4796eb3c252a7d87043ea7feb93f9eefbc88f05705ba941a4bcc0f0a84b644f,00099528e7670fddfa0b56e8915ef2917888ccc7beabd85ca22f21a139a5dad4,true,8.321168,true,true,2e0e76ae942ea47ecac1e822a288ec19b21c72c0cd9ff5fcd68b56c6467deb8b,true,true,true,true,82b40026a9a955ccfd8ed8b882280b5140e2d5f41473a29d8390a0948e440401,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.18.22.47_veh-45,E1_UNRELATED_HISTORICAL_USE,25883,1,2021.08.23.18.22.47_veh-45_00343_00814,d7dafc9a8d285dee,COMPLETE,train_pittsburgh,d6600203e43408e40df7e005b13c807662d9e7681236b9e1216f496fed2ed982,0000ff71d5801a9b6534b33bb696ef13f30b6e26e8ba3ae97580bfac9e625a7e,true,4.600423,true,true,7f558ac215d1a8c6af65b68a1ded89b81e45e188e3f1da6fa07b709debf13826,true,true,true,true,0efb13cd421b2af9c477f182f0c9937355e31c07b35ef19245d1d1fdc3eda375,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.19.08.29_veh-42,E1_UNRELATED_HISTORICAL_USE,26707,4,2021.08.23.19.08.29_veh-42_00159_00870,74aa68d99cd154ec,COMPLETE,train_pittsburgh,8a7f7a162dad02ed07d4afb2c557b3af0a91cfa9450587ae900e4a283f6612c9,0006c28f5c6b574cf6f480bef3b3da79d3275f8519a6ec24cf1663298049d527,true,5.544196,true,true,21afb9db522b213839af68b39092b8a9bb633104ed25404b956fe63f586b116d,true,true,true,true,2fd2349d097b7e851726f88b1a39b19e4aa06ea78943a0df5bb65a012afe1dbc,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.19.12.30_veh-45,E1_UNRELATED_HISTORICAL_USE,28007,6,2021.08.23.19.12.30_veh-45_00037_01032,96421d10ad935eef,COMPLETE,train_pittsburgh,92307cfc4d75c8ee3110ed06dcc75cabd2fde512866a0213a25058308c49b1f3,0008e55d78223c690d9f7530946b9798740ff08abfe754f81dffdadec1587a8f,true,3.959360,true,true,e82a4bc61f3cc4b124558052b4adb51ab3f7ff391c0b95e356bb43e34d60ad20,true,true,true,true,102c346ee81b50d8629bff7034f778089a404261f558ddd90c1d9fdfac756918,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.19.33.55_veh-08,E1_UNRELATED_HISTORICAL_USE,23449,1,2021.08.23.19.33.55_veh-08_00580_01530,75a2bebefdcf58ff,COMPLETE,train_pittsburgh,6bbd4f710b5169e1530536ca55e1001368452814061f973eaaffe9c6a8bbfa6b,0003567551f88674d02fa9a6195c45d9eb9d38a48d3eb58b13024261949df9c4,true,6.169141,true,true,ad59467e48f3791eba458df4b6a46b645d48030ec7e4860873b483c97479c0ed,true,true,true,true,417f5b0e020e2ea225b7af5045d808198b3fbcc06a86ddb2d27ff1a247836d05,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.19.47.22_veh-42,E1_UNRELATED_HISTORICAL_USE,25922,10,2021.08.23.19.47.22_veh-42_00030_00572,9fd5363a9a1255f5,COMPLETE,train_pittsburgh,d24d6637b13bee5fbac8d3dc030f00930b89abe8436ce78c45c964b55a27879f,00174fd783ee56ee86fdd82ad7a28bb3f20e889ab0a2cf5f1f8efc5b6d736c51,true,7.596502,true,true,84b51294eba80261406cc7a247b4b3814b93876ed4a3f874f0d00313d62b63d6,true,true,true,true,9b99af1654f140e6b2996459616e38b2862f36179c615ca91463533f729eba85,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.23.20.15.12_veh-45,E1_UNRELATED_HISTORICAL_USE,16885,3,2021.08.23.20.15.12_veh-45_01670_01782,2696f7d0ff87504c,COMPLETE,train_pittsburgh,838aa3e8fcc02cafb07fd5c828bacc0609a72c36061d823ad8da13ac4df5facb,0003ea408c6ef8aa420e09119747f4148631916b5cbe7af8cae850df26d54899,true,8.507875,true,true,c8f1c309bde6a3746461b1f66a4e1f8f59682ab7d32aa1837c04b617f37e2bf4,true,true,true,true,f9827e01fa1a37c895ee797a354809b439c9fe72af3903c937e591fda2efb9f1,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
