dataset_release,db_version,source_database_reproducible_identity,source_alias_paths,log_id,log_name,db_file,vehicle_name,source_split,map_location,map_version,log_date,log_timestamp_us,lidar_timestamp_min_us,lidar_timestamp_max_us,runnable_timestamp_min_us,runnable_timestamp_max_us,scene_count,lidar_pc_count,runnable_scenario_token_count,runnable_scenario_token_min,runnable_scenario_token_max,runnable_scenario_token_set_sha256,runnable_scenario_type_family_counts_json,runnable_tagged_distinct_token_count,runnability_rule,materialization_level,historical_token_matches_in_log,historical_log_excluded
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1064;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.23.15.14.44_veh-08_00025_00097.db;size:4358144;mtime_ns:1663912195000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.23.15.14.44_veh-08_00025_00097.db,d7eaccfbe02f50fb,2021.08.23.15.14.44_veh-08_00025_00097,2021.08.23.15.14.44_veh-08_00025_00097.db,veh-08,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-23,1629731805999767,1629731831400246,1629731903350169,,,4,1440,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1058;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.23.15.14.44_veh-08_01602_01663.db;size:4333568;mtime_ns:1663912195000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.23.15.14.44_veh-08_01602_01663.db,6ca8a348f62b587b,2021.08.23.15.14.44_veh-08_01602_01663,2021.08.23.15.14.44_veh-08_01602_01663.db,veh-08,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-23,1629731805999767,1629733408399946,1629733469350195,,,4,1220,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1193;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.23.16.32.43_veh-45_00157_00218.db;size:4886528;mtime_ns:1663912195000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.23.16.32.43_veh-45_00157_00218.db,6c1e81e43f145281,2021.08.23.16.32.43_veh-45_00157_00218,2021.08.23.16.32.43_veh-45_00157_00218.db,veh-45,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-23,1629736460449558,1629736617549823,1629736678499050,,,4,1220,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1143;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.23.16.32.43_veh-45_00804_00872.db;size:4681728;mtime_ns:1663912195000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.23.16.32.43_veh-45_00804_00872.db,705e465ae6225461,2021.08.23.16.32.43_veh-45_00804_00872,2021.08.23.16.32.43_veh-45_00804_00872.db,veh-45,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-23,1629736460449558,1629737264549513,1629737332500482,,,4,1360,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:2880;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.23.16.32.43_veh-45_01604_01698.db;size:11796480;mtime_ns:1663912195000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.23.16.32.43_veh-45_01604_01698.db,0217dd1a7fb754e4,2021.08.23.16.32.43_veh-45_01604_01698,2021.08.23.16.32.43_veh-45_01604_01698.db,veh-45,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-23,1629736460449558,1629738064550264,1629738158500032,1629738100449418,1629738120449321,5,1880,401,0086dd739b5f5df9,ff5aeadf460156a3,6d8ac67639315630c8706a20488fa31741b9cfc63b48a54c1188f8ad4867f6c3,"{""stationary"":{""distinct_tokens"":401,""tag_rows"":401}}",401,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1478;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.23.16.53.37_veh-08_01751_01825.db;size:6053888;mtime_ns:1663912195000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.23.16.53.37_veh-08_01751_01825.db,a5c04e2ca6f15b05,2021.08.23.16.53.37_veh-08_01751_01825,2021.08.23.16.53.37_veh-08_01751_01825.db,veh-08,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-23,1629737732899670,1629739484100201,1629739558049807,1629739512899781,1629739532900256,5,1480,401,002dbfe6eb185101,ffaf41a877c351fe,b8b3c4662ebcf234410feb968b03161025ac9829e63050c151923cf1f5b3beff,"{""on_stopline_traffic_light"":{""distinct_tokens"":401,""tag_rows"":401},""stationary"":{""distinct_tokens"":401,""tag_rows"":401},""stationary_at_traffic_light_without_lead"":{""distinct_tokens"":401,""tag_rows"":401}}",401,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1594;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.23.17.33.08_veh-08_02683_02743.db;size:6529024;mtime_ns:1663912196000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.23.17.33.08_veh-08_02683_02743.db,3dd19068d22b558b,2021.08.23.17.33.08_veh-08_02683_02743,2021.08.23.17.33.08_veh-08_02683_02743.db,veh-08,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-23,1629740166649877,1629742850299676,1629742910249817,,,4,1200,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:991;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.23.19.12.30_veh-45_01511_01572.db;size:4059136;mtime_ns:1663912197000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.23.19.12.30_veh-45_01511_01572.db,f9d0943389aa5df5,2021.08.23.19.12.30_veh-45_01511_01572,2021.08.23.19.12.30_veh-45_01511_01572.db,veh-45,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-23,1629746063000039,1629747574099535,1629747635049715,,,4,1220,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1906;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.23.19.47.22_veh-42_01486_01554.db;size:7806976;mtime_ns:1663912197000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.23.19.47.22_veh-42_01486_01554.db,37bd4a75dd795834,2021.08.23.19.47.22_veh-42_01486_01554,2021.08.23.19.47.22_veh-42_01486_01554.db,veh-42,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-23,1629748167150011,1629749653499545,1629749721450025,,,4,1360,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1027;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.25.14.46.50_veh-45_02207_02269.db;size:4206592;mtime_ns:1663912200000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.25.14.46.50_veh-45_02207_02269.db,bb65b33f13595a0a,2021.08.25.14.46.50_veh-45_02207_02269,2021.08.25.14.46.50_veh-45_02207_02269.db,veh-45,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-25,1629902907600222,1629905115400143,1629905177349414,,,4,1240,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:939;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.25.18.07.15_veh-45_02926_02990.db;size:3846144;mtime_ns:1663912201000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.25.18.07.15_veh-45_02926_02990.db,28a9f8284b9f5bbc,2021.08.25.18.07.15_veh-45_02926_02990,2021.08.25.18.07.15_veh-45_02926_02990.db,veh-45,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-25,1629914984849562,1629917911200265,1629917975149799,,,4,1280,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:989;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.25.19.15.01_veh-45_01176_01238.db;size:4050944;mtime_ns:1663912201000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.25.19.15.01_veh-45_01176_01238.db,9b7d6d37d92e549b,2021.08.25.19.15.01_veh-45_01176_01238,2021.08.25.19.15.01_veh-45_01176_01238.db,veh-45,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-25,1629918953400027,1629920130250282,1629920192199436,,,4,1240,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1128;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.25.20.03.37_veh-45_01408_01468.db;size:4620288;mtime_ns:1663912202000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.25.20.03.37_veh-45_01408_01468.db,a0c62a03ae11568b,2021.08.25.20.03.37_veh-45_01408_01468,2021.08.25.20.03.37_veh-45_01408_01468.db,veh-45,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-25,1629921871599942,1629923280400597,1629923340350534,,,4,1200,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1010;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.25.20.20.58_veh-42_00015_00077.db;size:4136960;mtime_ns:1663911021000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.25.20.20.58_veh-42_00015_00077.db,d16f5e4ee22a584e,2021.08.25.20.20.58_veh-42_00015_00077,2021.08.25.20.20.58_veh-42_00015_00077.db,veh-42,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-25,1629922926050142,1629922941599602,1629923003549701,,,4,1240,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1760;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.26.14.34.54_veh-08_01440_01502.db;size:7208960;mtime_ns:1663912202000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.26.14.34.54_veh-08_01440_01502.db,dc7876e573525ce8,2021.08.26.14.34.54_veh-08_01440_01502,2021.08.26.14.34.54_veh-08_01440_01502.db,veh-08,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-26,1629988641449665,1629990081999948,1629990143949609,,,4,1240,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:953;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.26.15.12.21_veh-42_00102_00169.db;size:3903488;mtime_ns:1663912202000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.26.15.12.21_veh-42_00102_00169.db,912c7c62ba5d5824,2021.08.26.15.12.21_veh-42_00102_00169,2021.08.26.15.12.21_veh-42_00102_00169.db,veh-42,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-26,1629990823600136,1629990926149685,1629990993099429,,,4,1340,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1966;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.26.15.12.21_veh-42_00303_00378.db;size:8052736;mtime_ns:1663912202000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.26.15.12.21_veh-42_00303_00378.db,361106ef4ce752e3,2021.08.26.15.12.21_veh-42_00303_00378,2021.08.26.15.12.21_veh-42_00303_00378.db,veh-42,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-26,1629990823600136,1629991127149736,1629991202099759,,,4,1500,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1531;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.26.15.12.21_veh-42_01870_01936.db;size:6270976;mtime_ns:1663912202000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.26.15.12.21_veh-42_01870_01936.db,0e4a2809f0935829,2021.08.26.15.12.21_veh-42_01870_01936,2021.08.26.15.12.21_veh-42_01870_01936.db,veh-42,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-26,1629990823600136,1629992694150188,1629992760099649,,,4,1320,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1371;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.27.13.48.56_veh-08_00390_00458.db;size:5615616;mtime_ns:1663912204000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.27.13.48.56_veh-08_00390_00458.db,f44bae5b9f9453f8,2021.08.27.13.48.56_veh-08_00390_00458,2021.08.27.13.48.56_veh-08_00390_00458.db,veh-08,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-27,1630072222399585,1630072613149746,1630072681099887,,,4,1360,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1180;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.27.13.48.56_veh-08_01902_01978.db;size:4833280;mtime_ns:1663912205000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.27.13.48.56_veh-08_01902_01978.db,895018a276315c2f,2021.08.27.13.48.56_veh-08_01902_01978,2021.08.27.13.48.56_veh-08_01902_01978.db,veh-08,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-27,1630072222399585,1630074125150436,1630074201099799,,,4,1520,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:996;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.27.14.37.47_veh-08_00786_00850.db;size:4079616;mtime_ns:1663912205000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.27.14.37.47_veh-08_00786_00850.db,35fc8b3fcdaa5531,2021.08.27.14.37.47_veh-08_00786_00850,2021.08.27.14.37.47_veh-08_00786_00850.db,veh-08,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-27,1630075176550109,1630075963250070,1630076027199606,,,4,1280,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:9304;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.27.14.37.47_veh-08_02015_02177.db;size:38109184;mtime_ns:1663912205000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.27.14.37.47_veh-08_02015_02177.db,e6ad3f74b22f53d4,2021.08.27.14.37.47_veh-08_02015_02177,2021.08.27.14.37.47_veh-08_02015_02177.db,veh-08,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-27,1630075176550109,1630077192249685,1630077354199858,1630077216550377,1630077316500487,9,3240,2000,00038035721e5c3e,ff93a3d2212a5017,5c89b20855c748136880a5bbcf88eac44b73ee8596aa80fb4871eb0153f20efc,"{""on_carpark"":{""distinct_tokens"":2000,""tag_rows"":2000},""stationary"":{""distinct_tokens"":2000,""tag_rows"":2000}}",2000,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1138;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.27.16.43.13_veh-08_01263_01337.db;size:4661248;mtime_ns:1663912205000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.27.16.43.13_veh-08_01263_01337.db,f952bd8a588753f1,2021.08.27.16.43.13_veh-08_01263_01337,2021.08.27.16.43.13_veh-08_01263_01337.db,veh-08,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-27,1630082705649925,1630083969650022,1630084043600132,,,4,1480,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
nuplan-v1.1_LOCAL_PATH_CONVENTION,sqlite:3.53.1;schema_sha256:6cc76ba986501f0b50b3f30be4fe99285f7fd664299483d0b028e4d7ec3a07a4;page_count:1155;page_size:4096,path:/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.30.13.47.20_veh-08_00060_00127.db;size:4730880;mtime_ns:1663912207000000000,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/train_pittsburgh/2021.08.30.13.47.20_veh-08_00060_00127.db,00a0eb4b9a1d5a3d,2021.08.30.13.47.20_veh-08_00060_00127,2021.08.30.13.47.20_veh-08_00060_00127.db,veh-08,train_pittsburgh,us-pa-pittsburgh-hazelwood,us-pa-pittsburgh-hazelwood,2021-08-30,1630331319799614,1630331380699844,1630331447649789,,,4,1340,0,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,{},0,official-compatible scene rank: ROW_NUMBER(scene ORDER BY name)>=3 and <scene_count-1,ONE_ROW_PER_LOG; complete sorted runnable-token set bound by count/min/max/SHA256,0,false
